iter,time,reward,steps,convergence
1,0.115709664,-304.75,300.0,83.8967521584
2,0.14512118900000015,-299.0,300.0,62.92258233067285
3,0.17338452400000026,-299.98,300.0,40.84734400396159
4,0.23035350700000023,-299.98,300.0,34.49456598429516
5,0.34580108300000045,-299.49,300.0,28.616987277225142
6,0.4208907369999988,-299.0,300.0,26.407638575092363
7,0.4616679089999973,-301.45,300.0,23.0355135362759
8,0.524631218999998,-299.49,300.0,19.797965802347402
9,0.5939718019999969,-299.49,300.0,18.572411192311623
10,0.6502083159999952,-299.0,300.0,14.251210013940824
11,0.6843413299999916,-300.96,300.0,13.211788741506364
12,0.7141515929999898,-299.49,300.0,12.113437778868954
13,0.8042207289999901,-300.47,300.0,10.694214999931182
14,0.8365661589999895,-299.0,300.0,10.161831193844922
15,0.8663869399999911,-299.49,300.0,9.116661937440849
16,0.8950103819999917,-300.94,300.0,8.847169892757632
17,0.9232433419999921,-294.54,298.15,7.833173309722836
18,0.9510681079999905,-288.18,293.33,7.109570510281337
19,0.97953837499999,-277.5,284.83,5.970213785194572
20,1.0075374939999904,-266.82,279.26,4.733049388620099
21,1.0382150959999912,-153.43,202.85,4.026751783869879
22,1.06680871599999,-147.84,197.92,3.454845681236825
23,1.0964856899999873,11.21,62.82,3.0869329166451553
24,1.1273916119999896,19.49,62.97,2.9452206556619167
25,1.1591126059999866,15.53,61.74,2.768256729138086
26,1.1876652609999887,10.41,64.21,2.348787702091011
27,1.2182017699999896,16.61,63.51,1.9235590909643037
28,1.24839541099999,12.89,63.36,1.8761668551001325
29,1.2774944999999889,7.61,63.5,1.6808840575334987
30,1.3141128589999909,7.35,62.6,1.419811430689757
31,1.3437838169999914,16.86,63.06,1.1338133924068394
32,1.3737379119999922,8.83,63.79,0.867853461262218
33,1.4017598939999942,15.54,62.2,0.6427860977881501
34,1.451059274999995,11.24,63.6,0.463811365325304
35,1.4828116649999963,9.82,62.49,0.3276741089279973
36,1.513465447999998,10.12,61.29,0.22748957783303148
37,1.5425682639999998,3.14,64.28,0.15562929016348903
38,1.571199645,15.74,63.65,0.10517043445211804
39,1.6001477029999975,9.48,62.87,0.07036917616410499
40,1.648110912,19.74,62.95,0.046705829154934264
41,1.6767203279999947,10.64,64.04,0.0307813188187378
42,1.7265120409999923,10.85,64.16,0.020142921187966678
43,1.771197806999993,10.52,63.02,0.013077773476046772
44,1.800153328999997,13.28,62.95,0.008414302838554377
45,1.849181576999996,6.55,65.05,0.005358871436071055
46,1.8770529429999954,10.48,62.96,0.0033752198937904154
47,1.9164969089999957,8.92,62.93,0.0021011390755880655
48,1.9456272459999937,11.62,63.19,0.0012924975677677253
49,2.003592215999994,10.85,63.6,0.0007856882391781284
50,2.031691035999998,14.86,64.1,0.0004721010212698218
51,2.059601631999996,16.2,62.67,0.0002805232927514112
52,2.0888266539999947,9.87,63.1,0.00016492261933898078
53,2.122246955999998,11.99,62.67,9.598909125330124e-05
54,2.1566445459999954,10.82,64.15,5.534258771966449e-05
55,2.196219317999997,10.17,63.47,3.1627349164509155e-05
56,2.2243904400000005,18.51,63.3,1.7926723971939396e-05
57,2.252846556999998,10.24,64.19,1.0084154027367731e-05
58,2.2830563520000027,8.82,64.38,5.632996185056527e-06
59,2.332948182999999,16.24,63.2,3.1264925102192365e-06
60,2.3614401369999953,13.44,63.19,1.7252257649147396e-06
61,2.4119197019999916,15.98,61.79,9.470109763043411e-07
