iter,time,reward,steps,convergence
1,0.0017099220000318383,-837.05,299.33,93.51
2,0.0027174240000249483,-826.47,299.35,83.61
3,0.0037611359999800698,-776.07,300.0,77.679
4,0.004689192999990155,-511.62,300.0,72.71450999999999
5,0.005825571000002583,-454.87,300.0,67.22451
6,0.0067476680000027045,-490.49,300.0,61.4421694071
7,0.008005034999996496,-480.12,298.85,56.477679407100005
8,0.00893457799998032,-304.64,300.0,46.5776794071
9,0.009928107000007458,-299.49,300.0,37.31920066768453
10,0.012707051000006686,-299.0,300.0,27.41920067004815
11,0.014028549999977713,-299.0,300.0,23.009200670050717
12,0.014960159999930056,-299.0,300.0,23.009200670050735
13,0.015884427999935724,-309.5,300.0,19.393800607934736
14,0.01683818899994094,-299.0,300.0,14.458398394752303
15,0.01775930199994491,-299.0,300.0,10.0483983947716
16,0.018676988999970945,-299.0,300.0,5.930738987675419
17,0.019606744999975945,-299.0,300.0,0.9952290127805512
18,0.02070837099995515,-299.0,300.0,0.9952290128050094
19,0.021628941999949802,-299.0,300.0,0.353707752220501
