iter,time,reward,steps,convergence
1,0.0011543679999590495,-1177.48,299.86,89.1
2,0.0021629629999324607,-736.19,298.74,83.61
3,0.003154874999893309,-314.36,300.0,81.61704621
4,0.004090285999893695,-325.79,300.0,79.97466748528993
5,0.0050140839999244236,-299.0,300.0,70.07494770852934
6,0.005932805999918855,-299.0,300.0,60.17495252498894
7,0.006939344999921104,-299.0,300.0,50.274952526062734
8,0.007853398999941419,-299.0,300.0,40.37495252705128
9,0.008891184999924917,-299.0,300.0,30.474952527051574
10,0.00989686699995218,-299.0,300.0,20.574952527052005
11,0.010813171999927818,-299.0,300.0,20.574952528044165
12,0.01172807199992576,-299.0,300.0,16.16495252804993
13,0.012737720999894009,-299.0,300.0,8.25790631805089
14,0.013742791999902693,-299.0,300.0,0.0002850427672555611
