iter,time,reward,steps,convergence
1,0.0013433490000238635,-305.86,300.0,89.61
2,0.0028286930000263055,-314.68,300.0,80.22500524
3,0.0038184390000424173,-591.21,300.0,70.83500524000002
4,0.004786907000038809,-305.96,300.0,61.40802166609505
5,0.005934212000056505,-308.31,300.0,52.02000166609505
6,0.006991052000046238,-360.43,300.0,42.630001666095055
7,0.009051777000024686,-329.51,300.0,33.03984107935194
8,0.0099934930000245,-373.96,300.0,23.189557008751915
9,0.010982235000028595,-299.87,300.0,13.59398175339884
10,0.012004697000008946,-310.79,300.0,4.012672653114326
11,0.014023808000047211,-304.36,300.0,3.5958430258243568
12,0.014961753000079625,-326.82,300.0,3.5042738807793867
13,0.017237912000041433,-309.65,300.0,3.462366629178814
14,0.01823849700002711,-370.77,300.0,3.0400100168052275
15,0.02011093200007963,-346.35,300.0,3.095471641916454
16,0.02122628700004725,-309.65,300.0,3.095471641916454
17,0.02236724200002982,-304.34,300.0,3.095298279098226
18,0.02344332100005886,-332.69,300.0,3.3400617920684637
19,0.024901278000015736,-349.23,300.0,3.542141238693341
20,0.026122191000013117,-460.66,300.0,3.2917190397280947
21,0.0271222650000027,-299.0,300.0,3.274894010031086
22,0.028095363000034013,-314.18,300.0,3.363437915076055
23,0.029075840000018616,-327.31,300.0,3.3385204528713643
24,0.030047840999998243,-343.08,300.0,3.350141680424483
25,0.0309654520000322,-313.38,300.0,3.3272839314252094
26,0.03214602300005254,-303.77,300.0,2.8946344634018844
27,0.03335718700009238,-336.64,300.0,2.9379645328245116
28,0.034295308000082514,-299.0,300.0,3.0118687842156517
29,0.03595809900008362,-388.61,300.0,2.8742695988192524
30,0.03707864900007962,-381.28,300.0,3.270464219206673
31,0.03801281600004813,-325.93,300.0,3.576010172196645
32,0.0389541640000175,-327.25,300.0,3.5689709986975586
33,0.03994120500004783,-321.9,300.0,3.6175074558103164
34,0.04198563900007457,-327.93,300.0,4.065226414535732
35,0.04371436300004916,-333.23,300.0,3.8759650773531122
36,0.04476159900002585,-380.1,300.0,4.257794545376439
37,0.0457676030000016,-394.71,300.0,4.213245366422186
38,0.046719133000010515,-352.3,300.0,4.141262915592679
39,0.047716567000009036,-365.22,300.0,4.191452388152447
40,0.04868138999995608,-304.98,300.0,3.779921656958469
41,0.04978191999992987,-374.08,299.58,3.899283606409702
42,0.05077013999994051,-320.07,300.0,3.906031887622697
43,0.05273648499991168,-471.86,300.0,3.4772775400429197
44,0.055065591999891694,-548.85,300.0,3.4557501770863297
45,0.05685467099988273,-384.4,300.0,3.686857068350817
46,0.05857552399987753,-379.5,300.0,3.7138599091060085
47,0.05951624599987326,-409.06,300.0,3.8922243135239896
48,0.0615680209999141,-337.57,300.0,3.6490397802636907
49,0.06465959899986728,-334.09,300.0,3.745131772867346
50,0.0669383149999021,-333.79,300.0,4.160202183771702
51,0.07477533099989842,-306.85,300.0,3.7153783990193077
52,0.07576963899987277,-308.19,300.0,3.6428746041198865
53,0.07688196699984928,-334.36,300.0,3.6863423198542877
54,0.07784928599983232,-392.0,300.0,3.5465437352123432
55,0.07879003599981615,-309.08,300.0,3.0058941414674805
56,0.07973803499982068,-299.87,300.0,2.980887320712289
57,0.08078746099982936,-299.29,300.0,2.743616389753393
58,0.08181991999981619,-311.61,300.0,3.1374258268800235
59,0.08279295399978537,-349.07,300.0,2.753345061831584
60,0.08388871799979825,-374.44,300.0,2.818781784930485
61,0.08483788899980027,-323.04,300.0,3.1115036117273336
62,0.08597405499978095,-376.46,300.0,2.733616896635951
63,0.08696470899980113,-326.18,300.0,2.671118637925045
64,0.08806157599980224,-316.11,300.0,2.900552191005963
65,0.08900600099980238,-373.53,300.0,3.2577635953393935
66,0.08995558999981768,-596.46,300.0,3.3054432718525604
67,0.09097273299983044,-539.8,292.34,3.4905930917362227
68,0.0919088079998005,-344.14,298.7,3.6212680157068107
69,0.09291652399980421,-805.57,299.6,3.918243826873298
70,0.0940066199998455,-364.73,300.0,3.6963483897545686
71,0.09666780799983599,-382.09,295.46,3.8080791068238726
72,0.09845530399985591,-315.34,300.0,4.229049215283642
73,0.10174334499981796,-373.73,299.92,4.29512236253243
74,0.10404926899985867,-347.08,300.0,4.162971745188021
75,0.10502192399985688,-405.3,300.0,4.095778512703956
76,0.10599079999985861,-425.92,300.0,4.0496424875047605
77,0.10694898399987096,-518.67,300.0,4.265391598068112
78,0.11060204599982626,-447.85,299.63,4.188558492618664
79,0.112956959999849,-325.35,300.0,4.204292821410839
80,0.11636780799983626,-401.69,297.62,4.402243856573165
81,0.11764735499986045,-325.18,300.0,4.410168397636417
82,0.11878237199988462,-370.36,300.0,4.469223945262411
83,0.12162116099989362,-393.5,300.0,4.396588316061674
84,0.12317055299990898,-307.1,300.0,4.184368127951497
85,0.12449867799989534,-320.13,300.0,4.358035553530193
86,0.12609320299986848,-369.08,300.0,4.413959115241187
87,0.12874777799981985,-307.24,300.0,4.281326925078863
88,0.1313211169998567,-371.82,300.0,4.36519903068111
89,0.13348416799982488,-359.5,300.0,4.442340093036253
90,0.13552256199983503,-311.94,300.0,4.451103708368679
91,0.13661647799983712,-346.78,299.85,4.043690554430962
92,0.13958256199981633,-306.84,300.0,3.5480149711914195
93,0.141323357999795,-371.21,300.0,3.991086222842513
94,0.14326887899983376,-317.61,298.72,3.7998355487700066
95,0.14508359499984635,-329.28,300.0,3.374461613639447
96,0.1461838519998082,-418.69,297.84,2.901987197221918
97,0.14716735999979846,-413.5,298.82,2.5100814189210623
98,0.14783693299983725,-324.24,297.22,1.965834860312833
99,0.1488439059998541,-460.3,292.21,1.7740882728712222
100,0.149877027999878,-364.85,300.0,1.6947685955647642
101,0.1511767759998861,-329.12,299.24,2.104491123733972
102,0.15213318199988635,-338.63,300.0,2.1768487569090538
103,0.1535058759998833,-318.2,300.0,2.0119990510723795
104,0.15499683099983486,-374.91,300.0,2.366660770218252
105,0.15704791999985446,-355.63,300.0,2.7790517000597377
106,0.15800295799982678,-342.34,300.0,3.00912221622209
107,0.15894944299986946,-445.14,300.0,3.1407977217334038
108,0.16007911899981764,-333.79,300.0,3.1615305212493694
109,0.16131124699984412,-319.5,300.0,3.0610597176715855
110,0.1622820799998408,-346.52,299.41,2.955751437479674
111,0.1632358489998751,-400.73,300.0,2.92679492469959
112,0.16436348899986797,-481.13,300.0,2.84781298753373
113,0.16531363499990448,-356.2,300.0,3.016407720972457
114,0.16626531299993985,-346.82,300.0,3.0016802517463446
115,0.16745054399996206,-343.05,300.0,2.9249360404949685
116,0.1701588549999542,-353.4,300.0,2.9804160558840236
117,0.1722380119999798,-362.84,300.0,2.7967531149754903
118,0.17510261199998922,-356.22,300.0,2.7871520928083457
119,0.1773129339999855,-334.74,299.98,3.0347195824854083
120,0.17961894399996936,-340.56,300.0,3.032420448609089
121,0.18232370699996636,-413.77,300.0,2.951671742330454
122,0.18534099099997547,-361.67,300.0,3.4079468864203832
123,0.18830850099999452,-464.05,300.0,3.43366044860728
124,0.18945487000002004,-356.09,299.76,3.56026278465786
125,0.1904143550000299,-350.03,298.33,3.532094999781722
126,0.19144399700002168,-459.81,300.0,3.485065001553335
127,0.19239122300001554,-357.77,300.0,3.832237783716431
128,0.19456471800003783,-1020.9,300.0,4.219758882336437
129,0.19723828000002186,-326.03,300.0,4.225273141763687
130,0.19846269100003155,-364.05,300.0,4.279979414498068
131,0.1994716620000645,-320.93,300.0,3.9671926431220697
132,0.20149860700007594,-367.3,300.0,3.673204220494783
133,0.20249609900008636,-434.93,297.66,3.672295834924023
134,0.20361044200006972,-436.2,300.0,3.52842159626598
135,0.20442158000008703,-394.22,299.35,3.4633733869471413
136,0.20536111500007337,-370.9,299.92,3.4939383554247536
137,0.2075706230000378,-490.56,300.0,3.393020313049946
138,0.20851092800006654,-390.84,299.96,3.0578450642622563
139,0.20979282900003682,-355.04,299.23,2.671392129037131
140,0.2118626680000375,-351.29,299.87,2.383773532905355
141,0.2128261780000571,-382.22,300.0,2.402184552334662
142,0.2137867230000552,-361.35,300.0,2.241243791465421
143,0.21562371700008498,-481.71,300.0,1.8024508564529094
144,0.21675386000009667,-452.09,300.0,1.7968910870720898
145,0.21775519700014456,-443.33,300.0,2.023664170628458
146,0.21884490200017126,-328.41,300.0,2.204855714703258
147,0.21978455800018537,-363.8,300.0,2.1310147799746844
148,0.22083609000020488,-357.4,299.85,2.0830853569287457
149,0.22168855000023768,-334.53,300.0,2.338839138575139
150,0.2229328850002048,-392.58,300.0,2.490576845454057
151,0.22391579300017384,-418.11,299.16,2.523921307714584
152,0.22434713500018688,-424.83,300.0,2.5379922786954987
153,0.22556253100015056,-348.77,299.82,2.8414501335975877
154,0.2283464640001398,-356.41,300.0,2.818396281275445
155,0.23146644200011224,-314.84,300.0,2.613931678076644
156,0.2324197430000936,-351.2,300.0,2.3287951254049295
157,0.23332100500005026,-326.16,300.0,2.364148589102455
158,0.23425417000004245,-404.09,297.86,2.354001999025453
159,0.2359997760000283,-335.89,300.0,2.068568538701178
160,0.23694929300000922,-336.17,298.57,1.9625286016187062
161,0.23789531899996064,-339.23,300.0,1.9816723994979213
162,0.2384147819999498,-362.06,300.0,2.4010085558649252
163,0.23941523999997116,-478.4,298.66,2.128666028218267
164,0.2404595369999356,-471.61,298.29,2.0802811065595805
165,0.24134517199991024,-396.15,300.0,1.770890880927324
166,0.242236673999912,-385.02,299.72,2.0261431428097367
167,0.2431913349998922,-413.4,300.0,1.8560270151565335
168,0.24421025899988535,-374.73,300.0,2.023562627447577
169,0.2452500239998585,-460.93,300.0,2.2621185675303694
170,0.24618770799986578,-342.04,300.0,2.5920533377784807
171,0.24714126799989344,-408.2,300.0,2.9304792631438943
172,0.24809779599985404,-456.84,300.0,2.9415741221926224
173,0.24906517899989922,-347.89,299.87,3.34992533373577
174,0.25019610699990835,-404.35,299.86,3.5020495373479745
175,0.2511553469998944,-358.49,300.0,3.4927625135958236
176,0.252106223999931,-349.76,300.0,3.1346967525667067
177,0.2530493029998979,-323.97,300.0,3.4217856654139
178,0.2540061579998678,-710.51,300.0,3.6433396665390823
179,0.2549501269999155,-343.17,299.48,3.540931319473273
180,0.2569529509999029,-328.26,299.02,3.190353373800356
181,0.2576494099998854,-375.8,299.52,2.7740757270353953
182,0.25845907499990517,-328.75,300.0,2.6976089897603273
183,0.2595841619998964,-349.18,297.42,2.524645135282891
184,0.2605464079999251,-335.13,300.0,2.1431945767941003
185,0.26150178299991467,-362.31,300.0,2.1882905418306633
186,0.2626099779998867,-336.22,299.28,2.2119475526884784
187,0.2638600429998519,-336.31,299.58,1.9154350926112642
188,0.2651498639998522,-359.24,298.96,1.846580436044593
189,0.2663524389998315,-317.99,300.0,2.0376643018995337
190,0.267292889999851,-397.92,300.0,1.9504717766005613
191,0.2683516029998714,-347.66,300.0,2.4101310981395456
192,0.2693015629998854,-377.07,298.51,2.4966535239292043
193,0.270252244999881,-428.9,299.64,2.2616725863434333
194,0.27123757699990847,-715.17,299.28,2.7150524232973132
195,0.27217191799985585,-849.25,300.0,2.675198283815116
196,0.27344919499984144,-568.51,300.0,2.6011340159151977
197,0.2745237469998756,-318.69,300.0,2.5329246822132325
198,0.275632587999894,-378.12,300.0,2.4337412388789366
199,0.27666011699994897,-375.93,299.84,2.0812982078496667
200,0.27881856499993773,-474.23,298.28,2.153929306993124
201,0.2798900529999173,-355.93,300.0,2.1739501504228107
202,0.2811622279999142,-313.35,298.33,2.211868896197219
203,0.2817475329999297,-329.97,300.0,2.1528398449637125
204,0.28270466199990096,-332.4,300.0,1.9643131497533304
205,0.28375389799992945,-329.65,300.0,2.220805665735477
206,0.2847942169998987,-450.98,296.46,2.7069660525922905
207,0.2861839789998726,-372.4,298.27,3.061358887062429
208,0.28816427299983616,-383.99,299.45,3.3448331816949652
209,0.29066031799982284,-366.59,300.0,3.812937402400299
210,0.2925247099998387,-460.38,299.01,4.177281742019665
211,0.2934660369998596,-376.0,299.12,4.084884260079272
212,0.295175853999865,-371.2,298.95,4.018528229768074
213,0.29613266099983093,-419.93,298.47,4.499210335130412
214,0.29915566899978785,-340.79,300.0,4.303478257887308
215,0.3000938239998163,-376.45,300.0,4.046641367095057
216,0.30132879499979026,-398.67,300.0,3.831833163950745
217,0.3023794739997925,-391.76,300.0,3.806187459638463
218,0.3033543389997817,-380.81,300.0,3.3570805712331535
219,0.30402698499977987,-631.31,299.3,3.113905978652774
220,0.3049636429997804,-585.19,299.69,2.7383728198117168
221,0.3059793499997454,-551.9,297.14,2.3760612421933205
222,0.30694275799970683,-373.17,300.0,2.341363317762128
223,0.30787277799970525,-362.38,297.19,2.405502307861083
224,0.30902591899968,-318.18,298.55,2.3894783287532233
225,0.3100748249996741,-377.36,300.0,2.492236335248567
226,0.31108274499968047,-345.55,296.16,2.268743952381418
227,0.31246853499965255,-359.92,294.5,2.345297284681395
228,0.3134197819996416,-429.4,299.67,2.7964044099344094
229,0.31436880099965947,-394.56,299.8,3.0098894860127574
230,0.31752385299967045,-400.25,297.47,3.049377832296132
231,0.31978577999967683,-424.75,300.0,3.0510275617807965
232,0.32052597099965396,-353.4,299.23,3.1111483707756262
233,0.32147058399965545,-361.87,298.4,3.1083391342022524
234,0.322459253999682,-358.01,300.0,3.317315886038987
235,0.32340513399964266,-384.61,300.0,3.4771041041384763
236,0.3244411399996352,-331.04,292.55,3.4292248738898072
237,0.3248542359996236,-336.97,300.0,3.4572725118166567
238,0.32595150399964723,-351.06,300.0,3.4434491099701523
239,0.3271426489996543,-335.12,300.0,3.2192258184224705
240,0.32815857199960874,-568.09,298.48,3.6005586759574704
241,0.32910349999963273,-415.44,300.0,3.625258276588105
242,0.3310096429996179,-448.35,300.0,3.2429030118618902
243,0.3319451899996011,-614.58,299.47,2.98808137816739
244,0.3327225999995562,-368.65,299.07,3.0622750148334874
245,0.33385675499960143,-453.34,293.66,2.8049953293813523
246,0.3372175879996462,-369.79,297.45,2.866448736935344
247,0.33929214799968577,-381.47,293.76,2.867375358474251
248,0.3402316389996827,-401.7,300.0,2.7013321728058557
249,0.3417150829996558,-362.56,300.0,2.54751497399063
250,0.342604021999648,-534.73,299.23,2.5689228047561983
251,0.34494317899964244,-367.79,300.0,2.591121552771115
252,0.3463726229996382,-381.47,299.05,2.9900347448772964
253,0.3499406979996138,-361.61,300.0,2.9347214395336385
254,0.35279225299962036,-415.66,295.77,3.0081253721601593
255,0.3568252439996513,-322.09,300.0,3.4472064161579246
256,0.3577650239996615,-427.0,299.68,3.9837353005311975
257,0.3587984099996788,-358.0,300.0,3.963539770322229
258,0.3598865299996987,-330.47,299.26,4.116604459681262
259,0.36087495799966973,-601.19,299.92,4.33076986709787
260,0.3618277039996656,-337.9,300.0,3.907649608097716
261,0.3627552549996267,-397.07,300.0,4.085924108387715
262,0.3636966139995934,-365.8,300.0,3.9578568927922375
263,0.3642064139995682,-374.48,300.0,4.138181318813102
264,0.3647883459995569,-341.91,300.0,4.135253034182745
265,0.36677357099955543,-296.25,286.23,3.8509123917965367
266,0.3672166309995646,-373.86,300.0,3.717834177161609
267,0.3681520729995782,-341.11,299.36,3.896472109689654
268,0.369093287999533,-345.01,300.0,3.625014230917529
269,0.37002812799954654,-412.31,300.0,3.7802221344547973
270,0.3709647659995312,-361.18,300.0,4.150546191401608
271,0.37190470699954403,-362.72,299.11,4.364418314228805
272,0.37295141299955503,-345.67,300.0,4.078368830476825
273,0.3738945169995418,-321.44,300.0,4.028007491638939
274,0.37482894899955,-370.49,300.0,3.831299764808403
275,0.37552413399953366,-362.19,300.0,4.1876066244554675
276,0.3760943809995183,-395.08,300.0,4.1838477939549605
277,0.37676268299952653,-374.29,298.01,3.877712343156304
278,0.37756279299952666,-427.25,296.17,4.089370907302028
279,0.3785051789995464,-420.01,299.95,4.080318382998587
280,0.3794489689995544,-353.57,300.0,4.011898083121354
281,0.38039940799956184,-318.8,299.19,3.8962332685263403
282,0.3813475079995783,-346.71,299.83,4.30504673378374
283,0.38220817799958695,-342.71,299.55,4.198487560043862
284,0.3831508769995935,-345.63,299.99,4.252146388844007
285,0.3843981769995821,-303.26,300.0,3.7405128191593304
286,0.3849686509996104,-357.83,296.08,3.6704512616275506
287,0.38566989399959084,-327.94,299.72,3.610371405180954
288,0.3866230869996343,-344.7,300.0,3.2737086922385976
289,0.38771629999968127,-329.5,300.0,2.8653168546716907
290,0.38864969099967084,-334.17,289.77,2.817372199628514
291,0.38977685399970596,-327.24,288.36,2.7317035481040506
292,0.3907132289997435,-329.04,291.74,2.6644931710053044
293,0.39146033399975977,-396.44,287.52,2.4696658561411673
294,0.391949177999777,-320.26,299.32,2.2347218323916005
295,0.39274215499978027,-407.83,296.66,2.5031506500741116
296,0.39367810199973974,-335.85,296.84,2.1552475391277213
297,0.39471107199972266,-396.86,297.98,2.303215577764791
298,0.39521781099972486,-384.42,296.69,2.306665548445688
299,0.39616816799969,-308.94,295.01,2.709596537642111
300,0.39679329699970367,-321.91,300.0,2.892018199115536
301,0.39813895099973706,-354.21,298.53,3.0390209589952084
302,0.39910679499973867,-376.12,285.57,3.0632800609406052
303,0.4001620549997824,-318.38,282.22,3.0045419923963217
304,0.4010995259997685,-327.37,298.32,3.03860528433622
305,0.4020976759997552,-495.28,296.06,3.1947944701148634
306,0.40326128999976163,-507.72,267.91,3.6139327523982865
307,0.40425375299980715,-397.74,289.52,3.7167006011078114
308,0.4051949529998069,-579.2,281.69,3.992418675293915
309,0.4061592529998279,-466.83,286.11,4.057261501257853
310,0.4070788759998436,-387.16,264.94,4.009067558230428
311,0.40777707799981044,-506.49,297.77,3.6089771801708537
312,0.4088734539997745,-390.92,296.62,3.258027846373838
313,0.40981439999978875,-336.94,290.51,3.25015459539299
314,0.41040551499980893,-356.98,299.28,3.2201068843269858
315,0.411221744999807,-314.35,293.72,2.7919729955742234
316,0.4121622999998067,-318.16,292.95,2.6092983698826027
317,0.41310277099984205,-330.31,296.33,2.2378300525081856
318,0.41403763699986484,-321.78,293.48,2.2743583174670734
319,0.41447407599986263,-361.52,299.67,2.209291244862915
320,0.41504512299985663,-332.15,292.64,1.8264441693005502
321,0.4159852129998285,-342.56,292.19,2.2690357055965755
322,0.41648006399987025,-363.41,299.42,2.607936817972921
323,0.416848203999848,-405.43,300.0,3.0783370706459507
324,0.4173733869998273,-332.84,300.0,3.0368634011467477
325,0.4183032119997847,-453.74,298.44,3.546589212862712
326,0.4192552729998056,-342.75,298.71,3.7165515717185658
327,0.42022117499982414,-390.28,299.17,4.0445919435586415
328,0.42104711699983,-379.2,278.1,4.059730117157069
329,0.4231168779998029,-343.82,288.92,4.058768399388595
330,0.42406861499978277,-406.71,298.97,4.449675456710507
331,0.4250049239997793,-319.17,300.0,4.107234184314126
332,0.4256760169997733,-457.44,298.76,3.6936844594760005
333,0.42670432299979666,-304.49,300.0,3.505432565052847
334,0.42766007299979947,-353.77,288.57,3.7908639644414968
335,0.4279414879998171,-422.65,286.98,3.702272189392203
336,0.42856456899983186,-342.68,295.87,3.2694964446839294
337,0.42951173199980985,-317.06,280.39,2.902890563571694
338,0.4301810539997746,-323.5,294.03,2.5518386311621426
339,0.43097833299981403,-314.68,299.99,2.164895976190634
340,0.43186862499982226,-324.38,287.44,1.9866285191757143
341,0.43227357799980837,-317.29,292.51,1.9427425529946916
342,0.4332237629997735,-354.3,300.0,1.9985909171731067
343,0.4340145109997593,-338.42,290.66,1.7886472709231185
344,0.43495351399974425,-359.49,292.97,1.5622245957872871
345,0.435886988999755,-350.83,293.38,1.694238893209863
346,0.4365744329997483,-392.11,295.61,1.7698951397336558
347,0.43751755999977604,-532.48,298.53,1.7309269635526163
348,0.4384437469997806,-319.08,297.08,2.110222180160497
349,0.4392515759997764,-453.8,288.23,2.287085826668047
350,0.4401696869998091,-312.17,290.84,2.035979597109731
351,0.44162491699978546,-371.8,298.83,2.074898801879078
352,0.442215890999762,-360.86,291.49,2.0565617235188407
353,0.44316779299975906,-343.86,293.89,2.3682734013336497
354,0.4441130939997606,-359.13,278.14,2.3888846226884137
355,0.4450505699997507,-307.54,288.28,2.270743895495204
356,0.44598203799978364,-341.93,295.67,2.443977857812371
357,0.44691983099977506,-351.97,293.49,2.889251963467355
358,0.44785099199975775,-362.99,293.07,2.924012337959252
359,0.44826973699974815,-393.03,297.22,2.744902068187348
360,0.4492100559997425,-352.99,297.61,2.717348637753378
361,0.4497845039996946,-354.19,300.0,2.937450308758277
362,0.45076260799964984,-388.81,299.88,3.327166778002045
363,0.4518245569996111,-324.29,286.8,3.364579406453869
364,0.45279140099961523,-328.2,265.47,3.310638284805968
365,0.4537257679996287,-325.59,299.33,3.094499428479125
366,0.45411984499963864,-325.47,296.86,3.1343427178017356
367,0.45505215999963866,-324.81,298.84,2.8790841906276703
368,0.45599469799964254,-457.35,298.25,2.8323267312621874
369,0.45692137399959165,-340.45,297.89,2.8494614249369574
370,0.457601889999637,-338.48,289.88,3.3815800685045474
371,0.4585425709996116,-355.87,300.0,3.327634766711493
372,0.4594872859996144,-411.98,292.11,2.923472788516773
373,0.46046978699956753,-370.97,292.54,2.782307081024274
374,0.46155612699959647,-362.69,292.88,2.790302892401654
375,0.46251073199960047,-320.27,284.19,2.6963438287725205
376,0.4634498469995947,-371.39,294.93,2.93946939783348
377,0.464388266999606,-316.13,281.7,2.7650498021104903
378,0.46510230199959324,-324.25,288.04,2.3561668347789286
379,0.46573245099961014,-323.1,299.73,2.331996017880113
380,0.46666814099961584,-375.11,298.7,2.076467204573087
381,0.4676928029996361,-361.05,298.63,1.8892272799471002
382,0.46826965699960965,-354.87,297.73,1.8829381913953185
383,0.46911025899959213,-331.03,299.85,1.6475048033319353
384,0.4700638349995643,-350.11,299.86,2.117422535374113
385,0.4710282399995549,-349.02,299.74,2.00177675311197
386,0.4717167899995047,-303.97,290.88,1.8215740907856819
387,0.47266912599945954,-308.74,292.76,1.7989901211569745
388,0.4736076309994246,-297.4,291.02,1.844957520898248
389,0.47399471299945617,-334.77,300.0,2.122560582439089
390,0.4749343239994346,-355.64,295.49,2.146178094364024
391,0.4758738099994275,-334.64,298.87,2.612085989901478
392,0.4764697559994602,-305.4,286.9,2.643497713499368
393,0.476849464999475,-342.91,299.93,3.101653949053764
394,0.4778179759994714,-322.2,286.65,2.689838006002396
395,0.47836132699944756,-355.97,292.66,3.138809311730367
396,0.4793102199994337,-348.14,289.16,2.8107263703886485
397,0.48024754899944355,-327.88,292.73,3.382064344505099
398,0.4811896849994355,-359.89,275.86,3.5930192759372686
399,0.4818006249994369,-311.82,280.94,3.346943674737156
